gamma	var_type	data_type
0.154168697419	del	simulated
0.828241595125	del	simulated
0.184531999306	del	simulated
26.1335741296	del	simulated
7.75262102147e-06	del	simulated
0.277677749139	del	simulated
0.0507325238849	del	simulated
0.117423542864	del	simulated
1.37455568111	del	simulated
4.3731132215e-05	del	simulated
19.9015227847	del	simulated
37.7319858672	del	simulated
8.26328851319	del	simulated
0.0139465940549	del	simulated
0.00509100463323	del	simulated
0.75428149697	del	simulated
0.127917579089	del	simulated
52.0968866299	del	simulated
0.72048558588	del	simulated
2.41648635564	del	simulated
24.1405131011	del	simulated
99.3689619	del	simulated
0.889895579855	del	simulated
9.1794798976	del	simulated
3.39029081606	del	simulated
2.03248729572	del	simulated
1.3999388414	del	simulated
0.624702221939	del	simulated
0.00815269456651	del	simulated
40.6277576442	del	simulated
0.147044654438	del	simulated
7.07643629021	del	simulated
1.58432938794	del	simulated
1.87299159625	del	simulated
0.0743014966963	del	simulated
33.017720335	del	simulated
0.00471935244897	del	simulated
0.0706660594063	del	simulated
169.158286095	del	simulated
2.24285687014	del	simulated
0.0130322990604	del	simulated
0.481548120591	del	simulated
17.148877314	del	simulated
5.90299173689e-06	del	simulated
0.470880361764	del	simulated
35.3606820987	del	simulated
0.0660283121291	del	simulated
1.24750403031	del	simulated
5.12169626047	del	simulated
1.3529967892	del	simulated
10.0922547104	del	simulated
43.815736801	del	simulated
13.8135056166	del	simulated
1.46806198195	del	simulated
0.328539867986	del	simulated
0.963027846827	del	simulated
7.59039387841	del	simulated
7.68791513274	del	simulated
0.819634839356	del	simulated
31.3013060578	del	simulated
3.8564522487	del	simulated
4.61277534987	del	simulated
2.93134681037	del	simulated
0.0605567069025	del	simulated
1.23043591392	del	simulated
0.111043333804	del	simulated
0.272779442685	del	simulated
5.28891792159	del	simulated
48.7830391501	del	simulated
1.8165720887	del	simulated
2.73196236069	del	simulated
38.3174103748	del	simulated
0.00218868426025	del	simulated
0.0350496860625	del	simulated
10.0713292796	del	simulated
20.414195141	del	simulated
0.0353593602428	del	simulated
53.4527120669	del	simulated
2.32440777897	del	simulated
0.0245009495652	del	simulated
26.5852273472	del	simulated
3.00193542127	del	simulated
8.70125001593	del	simulated
5.74633374573	del	simulated
0.0633594080563	del	simulated
9.10330856797	del	simulated
3.02352227542	del	simulated
0.000465579364171	del	simulated
0.193206643429	del	simulated
24.7734892333	del	simulated
11.1510298709	del	simulated
1.83237446241	del	simulated
96.6902717747	del	simulated
6.80317097158	del	simulated
0.847271821911	del	simulated
0.054404810406	del	simulated
0.00275016225086	del	simulated
108.990440315	del	simulated
16.4205946592	del	simulated
0.0932694418375	del	simulated
13.5074772008	del	simulated
0.466240635108	del	simulated
0.177451504156	del	simulated
0.000164138215068	del	simulated
72.8340653476	del	simulated
0.00166891151785	del	simulated
0.318907564985	del	simulated
0.875072350101	del	simulated
0.284613620715	del	simulated
5.38661483153	del	simulated
52.116851585	del	simulated
3.21934362835	del	simulated
0.031119512739	del	simulated
73.5036533061	del	simulated
1.51552866026	del	simulated
21.4602284376	del	simulated
1.90938806724	del	simulated
30.1983380858	del	simulated
0.00823599242855	del	simulated
0.00571822487055	del	simulated
0.0181221840305	del	simulated
7.46565849463	del	simulated
3.53631561967	del	simulated
14.1580737471	del	simulated
0.0041365715129	del	simulated
22.0729438835	del	simulated
1.45802622731	del	simulated
23.9801314098	del	simulated
0.000716997482995	del	simulated
2.00649428607	del	simulated
5.48722509516	del	simulated
7.6898193884	del	simulated
26.7695555967	del	simulated
2.76459965436	del	simulated
0.467926289838	del	simulated
0.628366183936	del	simulated
0.000536538310211	del	simulated
2.55767611012	del	simulated
0.367186045175	del	simulated
2.09541654252e-06	del	simulated
0.0398031354163	del	simulated
71.1712352269	del	simulated
29.6756423374	del	simulated
9.95423636899	del	simulated
1.15616004444	del	simulated
2.98491926653	del	simulated
0.000648911443239	del	simulated
3.75513566903	del	simulated
23.35486849	del	simulated
7.38115828163	del	simulated
55.1548470958	del	simulated
3.02365858979	del	simulated
6.8772156917	del	simulated
5.11318843874	del	simulated
16.5367248243	del	simulated
2.20025713928	del	simulated
0.110999362605	del	simulated
112.72928871	del	simulated
85.2970772847	del	simulated
10.4536253275	del	simulated
1.11884584738	del	simulated
2.90631431574	del	simulated
5.46866648986e-05	del	simulated
2.44301165835	del	simulated
0.000354823854287	del	simulated
0.000579035163072	del	simulated
17.9986906321	del	simulated
3.75589371205	del	simulated
0.351728039684	del	simulated
0.00915961160575	del	simulated
0.072040056143	del	simulated
14.9003070051	del	simulated
38.3155704098	del	simulated
1.32072214565	del	simulated
9.96265599029	del	simulated
0.610123649482	del	simulated
0.00646561558915	del	simulated
8.58824241967	del	simulated
0.176616246197	del	simulated
1.99154063069	del	simulated
0.0323461031974	del	simulated
146.23972385	del	simulated
1.31647349046	del	simulated
7.33142521155	del	simulated
8.86378605643	del	simulated
0.000864547812326	del	simulated
0.000757687769721	del	simulated
0.0450699023945	del	simulated
21.2031890888	del	simulated
39.5186338347	del	simulated
2.01638153653e-05	del	simulated
0.256142043836	del	simulated
3.9224298859	del	simulated
7.3952820936	del	simulated
2.34173448717e-05	del	simulated
0.140504562429	del	simulated
0.0291158622505	del	simulated
0.0223952213642	del	simulated
6.25458585401	del	simulated
92.3858490593	del	simulated
41.8576035223	del	simulated
0.0495673327541	del	simulated
24.8588792246	del	simulated
0.083088529578	del	simulated
0.885396340912	del	simulated
1.31629669688	del	simulated
0.763312938039	del	simulated
8.36733755783	del	simulated
0.461986619722	del	simulated
0.303044796015	del	simulated
0.00224097556417	del	simulated
16.7412273458	del	simulated
7.88796234666	del	simulated
0.00316696096722	del	simulated
0.000164390603148	del	simulated
2.35458236288	del	simulated
0.0488423320817	del	simulated
15.2494734142	del	simulated
20.5694827289	del	simulated
0.350823114402	del	simulated
2.70165141225	del	simulated
4.60789924667	del	simulated
10.744070025	del	simulated
35.0864450286	del	simulated
4.06638662223	del	simulated
2.69821074407	del	simulated
0.553804055123	del	simulated
0.312223732235	del	simulated
7.19002733232	del	simulated
2.61053152845	del	simulated
2.4439255428	del	simulated
0.0306834008079	del	simulated
4.17687460763	del	simulated
0.652626742121	del	simulated
58.4451077458	del	simulated
8.09343246119	del	simulated
5.232436059e-05	del	simulated
2.03499668044	del	simulated
0.0884633049259	del	simulated
0.238794847928	del	simulated
0.597488308965	del	simulated
37.2817349766	del	simulated
8.16760841098	del	simulated
0.404782158833	del	simulated
24.6989922418	del	simulated
48.4873348079	del	simulated
6.35518687224e-06	del	simulated
7.58927705422	del	simulated
2.84508457523e-06	del	simulated
0.0852784089222	del	simulated
0.16382813718	del	simulated
0.000197279391208	del	simulated
1.11946500801	del	simulated
34.2955196285	del	simulated
0.00068983187995	del	simulated
0.653098198486	del	simulated
7.38043396996e-08	del	simulated
0.111189976697	del	simulated
1.48814136252	del	simulated
16.5030756483	del	simulated
0.0127857605593	del	simulated
0.00370638380155	del	simulated
7.41555247202	del	simulated
0.000673117712874	del	simulated
0.00320476103472	del	simulated
0.933338241651	del	simulated
0.57999379285	del	simulated
62.090255632	del	simulated
2.95110611899e-05	del	simulated
0.0940282434335	del	simulated
0.029968883843	del	simulated
20.0454903399	del	simulated
4.3964756598	del	simulated
0.726623431144	del	simulated
0.427326752509	del	simulated
13.8089447994	del	simulated
0.627287566481	del	simulated
27.8547468604	del	simulated
0.00452993531795	del	simulated
1.52035178983	del	simulated
0.00156784946366	del	simulated
4.71616731527	del	simulated
6.32296519645e-06	del	simulated
0.195732507502	del	simulated
0.766977950151	del	simulated
0.133824127918	del	simulated
4.60937265483	del	simulated
0.000956797601687	del	simulated
0.130712961643	del	simulated
4.72194716719	del	simulated
0.222771919871	del	simulated
11.0204495477	del	simulated
2.3637646254	del	simulated
0.138431269697	del	simulated
0.689448696364	del	simulated
0.139769409566	del	simulated
6.00146405506e-05	del	simulated
16.0665983098	del	simulated
6.5863312244	del	simulated
0.437315054247	del	simulated
2.7413649513	del	simulated
9.1002967161	del	simulated
3.69107145063	del	simulated
2.0409172456	del	simulated
1.01561219142	del	simulated
0.727576546146	del	simulated
0.655965696215	del	simulated
5.06169607032	del	simulated
29.1266059657	del	simulated
22.4635142602	del	simulated
0.978382048853	del	simulated
0.492378340634	del	simulated
18.5787005739	del	simulated
42.7038170667	del	simulated
2.6184642683	del	simulated
2.30025531969	del	simulated
8.39432246478	del	simulated
0.000508768640181	del	simulated
5.98244662303	del	simulated
39.9304472325	del	simulated
0.0936899613053	del	simulated
7.27774596955	del	simulated
2.22897170834	del	simulated
30.2175104367	del	simulated
0.78459519064	del	simulated
4.77139636865	del	simulated
12.2123905399	del	simulated
0.00292994106924	del	simulated
0.846757497091	del	simulated
5.64095684092	del	simulated
10.8407720312	del	simulated
0.0806950991456	del	simulated
0.013454403915	del	simulated
0.0356311324641	del	simulated
5.43231885901	del	simulated
3.49346968009e-11	del	simulated
46.5993549141	del	simulated
1.24720366047	del	simulated
29.7185880848	del	simulated
11.6787720489	del	simulated
48.4063501935	del	simulated
0.22427230046	del	simulated
0.567088282153	del	simulated
26.8482437902	del	simulated
0.0212966708094	del	simulated
0.0554055907311	del	simulated
0.449996691119	del	simulated
0.000409739236723	del	simulated
0.0044590754836	del	simulated
6.59844345316e-05	del	simulated
0.502113345187	del	simulated
0.297161467265	del	simulated
1.97966831877	del	simulated
2.08287394479	del	simulated
6.09667765449	del	simulated
0.000531341149415	del	simulated
5.52203938098	del	simulated
0.0188980400395	del	simulated
1.40723825188	del	simulated
16.6027936001	del	simulated
44.7274904862	del	simulated
2.86334140921	del	simulated
4.92259885095	del	simulated
0.00371023235666	del	simulated
0.0217362913753	del	simulated
13.5938429279	del	simulated
3.15058289263	del	simulated
6.56235488941	del	simulated
1.32320092593e-05	del	simulated
50.1260376032	del	simulated
7.2037935302	del	simulated
0.0240038914279	del	simulated
0.128392506961	del	simulated
16.2192642604	del	simulated
1.85568460148	del	simulated
0.1178893132	del	simulated
0.213331095399	del	simulated
0.703750073339	del	simulated
1.00212291967	del	simulated
0.399559204637	del	simulated
32.9870509927	del	simulated
4.61613987349	del	simulated
25.3383345049	del	simulated
0.060712518788	del	simulated
0.00727979787331	del	simulated
3.38601483126	del	simulated
58.9579840836	del	simulated
2.77023476953	del	simulated
6.00159559416	del	simulated
20.5161191133	del	simulated
1.49044924341	del	simulated
0.000800953585338	del	simulated
8.72985991773	del	simulated
0.000173843494492	del	simulated
0.000112112294959	del	simulated
8.22811978045	del	simulated
0.621918894559	del	simulated
0.00474685460781	del	simulated
3.25461641893	del	simulated
0.00633455284591	del	simulated
0.0062198071354	del	simulated
5.54526099569	del	simulated
2.06161258686	del	simulated
3.37479338139	del	simulated
0.00416486913827	del	simulated
20.3268313547	del	simulated
8.03757238791	del	simulated
0.0972123518541	del	simulated
28.039396903	del	simulated
0.227077053443	del	simulated
0.00402583108269	del	simulated
24.4431165786	del	simulated
0.00341149407984	del	simulated
0.0129322190093	del	simulated
12.6795148844	del	simulated
83.5072662243	del	simulated
0.00900383276574	del	simulated
0.053561421468	del	simulated
0.0380421401531	del	simulated
14.3459725719	del	simulated
1.63212451606	del	simulated
71.2089446817	del	simulated
0.574947978204	del	simulated
0.00413472642797	del	simulated
0.0607451057078	del	simulated
18.289934045	del	simulated
10.5368887984	del	simulated
0.000200014715728	del	simulated
0.13233446159	del	simulated
3.824459846	del	simulated
17.0106145419	del	simulated
0.986207861731	del	simulated
0.000805796480123	del	simulated
33.0474437876	del	simulated
6.5703883839	del	simulated
4.24477911893	del	simulated
13.7187381557	del	simulated
1.2438946388	del	simulated
14.0640498857	del	simulated
0.30867463239	del	simulated
19.6836083676	del	simulated
0.00939145242641	del	simulated
8.64362987325	del	simulated
3.96266746506	del	simulated
4.82324995233	del	simulated
54.1450568927	del	simulated
13.506382595	del	simulated
14.808153928	del	simulated
17.8668518055	del	simulated
0.143837820181	del	simulated
198.776706506	del	simulated
0.000981460303044	del	simulated
10.5072553307	del	simulated
1.90657998526	del	simulated
22.0192938462	del	simulated
20.1469967904	del	simulated
26.8371790529	del	simulated
0.318644935899	del	simulated
85.2349973312	del	simulated
40.4540022607	del	simulated
0.00206458766196	del	simulated
0.0231118040677	del	simulated
14.8262079382	del	simulated
0.368851526553	del	simulated
18.1066561996	del	simulated
12.4543560885	del	simulated
0.705722242883	del	simulated
5.52491802942	del	simulated
0.168514294309	del	simulated
4.72545177887	del	simulated
0.586402311103	del	simulated
0.749218798737	del	simulated
4.18451316566	del	simulated
1.37279505336	del	simulated
56.3156163233	del	simulated
3.27598983529	del	simulated
0.0225928078758	del	simulated
0.0104419915344	del	simulated
12.7654039472	del	simulated
2.50647512877	del	simulated
6.56283298447e-06	del	simulated
2.67576109662	del	simulated
21.308900455	del	simulated
64.9195482044	del	simulated
3.30856821091	del	simulated
26.7382415751	del	simulated
34.6273338704	del	simulated
8.0335057956	del	simulated
51.5024418224	del	simulated
0.00531957445619	del	simulated
60.21722829	del	simulated
7.9793492012	del	simulated
9.30657016546	del	simulated
23.0177644676	del	simulated
0.00266966081693	del	simulated
3.23911792307	del	simulated
0.139998430235	del	simulated
16.0447207059	del	simulated
0.00531350589758	del	simulated
0.39217097335	del	simulated
0.000190251931229	del	simulated
1.5088542701e-05	del	simulated
0.478250704876	del	simulated
0.0203493193268	del	simulated
10.8606670797	del	simulated
0.0698913819221	del	simulated
6.98311211669	del	simulated
0.00269559981495	del	simulated
2.00790883292	del	simulated
4.26795118881	del	simulated
0.846561890859	del	simulated
0.297708039716	del	simulated
3.88504966665e-12	del	simulated
8.72242244254	del	simulated
1.84380214123	del	simulated
0.0151257137365	del	simulated
1.74966656639	del	simulated
0.040806014561	del	simulated
3.93426603923e-05	del	simulated
0.000790616774935	del	simulated
0.134681554732	del	simulated
5.36785275055	del	simulated
13.6532057227	del	simulated
0.306509434351	del	simulated
0.780492300726	del	simulated
1.62279338385	del	simulated
32.0845213216	del	simulated
33.4053896072	del	simulated
14.2680782428	del	simulated
7.54330701796	del	simulated
6.78385861918	del	simulated
93.2420204884	del	simulated
2.92704248562	del	simulated
0.867149477814	del	simulated
0.133663706971	del	simulated
1.42293169855	del	simulated
0.000590433035645	del	simulated
0.108204908385	del	simulated
23.1262514525	del	simulated
19.8995763121	del	simulated
0.00230310508593	del	simulated
0.0582754359511	del	simulated
17.1326212336	del	simulated
1.2135811747	del	simulated
0.000573607597291	del	simulated
3.42309906574	del	simulated
3.05659408e-05	del	simulated
0.0414671812784	del	simulated
8.19645277526	del	simulated
14.4074251253	del	simulated
0.381330082056	del	simulated
1.32243875785	del	simulated
0.0743157346168	del	simulated
12.5226115057	del	simulated
36.2825854145	del	simulated
6.08494528467	del	simulated
43.0401198608	del	simulated
0.0974647577555	del	simulated
6.37950461195e-07	del	simulated
0.205138886241	del	simulated
29.7211438953	del	simulated
2.036471203e-05	del	simulated
2.41184252418	del	simulated
4.93622176499	del	simulated
21.3683535562	del	simulated
0.00560655518623	del	simulated
288.385602013	del	simulated
0.295391115805	del	simulated
5.41765041817	del	simulated
3.80598352576	del	simulated
85.1835773246	del	simulated
13.8148848182	del	simulated
0.135533779964	del	simulated
0.504381178156	del	simulated
2.09513025167	del	simulated
4.97366857661	del	simulated
0.0263080025704	del	simulated
1.41594673563	del	simulated
8.63075308994	del	simulated
0.0839260705332	del	simulated
8.20685968049	del	simulated
0.903088545917	del	simulated
0.0259473430109	del	simulated
0.0695002402905	del	simulated
3.08944116401	del	simulated
0.250286621583	del	simulated
0.85349338036	del	simulated
0.000219020915342	del	simulated
90.4942656493	del	simulated
51.5449980229	del	simulated
0.399344162834	del	simulated
69.8548428109	del	simulated
1.23896917789	del	simulated
7.48820088645	del	simulated
0.736553068329	del	simulated
0.739971836946	del	simulated
19.3479876197	del	simulated
0.14324007792	del	simulated
5.33558648596	del	simulated
16.3632295543	del	simulated
44.7819792155	del	simulated
0.980506964584	del	simulated
2.19858813805	del	simulated
4.28183397806	del	simulated
0.616524727729	del	simulated
9.17959427028	del	simulated
0.00731194579172	del	simulated
4.82094007701	del	simulated
1.26358046721	del	simulated
8.40851262455	del	simulated
0.648286394046	del	simulated
5.16603757253	del	simulated
15.8664846035	del	simulated
3.73938868371	del	simulated
6.86289211515	del	simulated
0.00714469895179	del	simulated
7.34705013094	del	simulated
13.6276183302	del	simulated
25.5123289706	del	simulated
13.2273126777	del	simulated
3.68148977875	del	simulated
13.7259447192	del	simulated
5.30952440527	del	simulated
30.0697538947	del	simulated
0.000111488558179	del	simulated
2.80744598075	del	simulated
15.0006411145	del	simulated
18.1407361743	del	simulated
0.00139096760596	del	simulated
3.91111930233	del	simulated
0.393433389034	del	simulated
2.69460154853	del	simulated
22.5221968337	del	simulated
0.0116445801557	del	simulated
16.434815183	del	simulated
0.807803029226	del	simulated
19.9490077187	del	simulated
37.7226298855	del	simulated
16.3754922057	del	simulated
11.5595563767	del	simulated
0.0222858788561	del	simulated
2.2347384113	del	simulated
16.7315536667	del	simulated
8.95858702731	del	simulated
2.24906374375	del	simulated
0.0968185419705	del	simulated
5.74394262555	del	simulated
0.00438202597081	del	simulated
2.79024314979	del	simulated
4.22475036624e-10	del	simulated
7.06197087155	del	simulated
6.05491897734	del	simulated
0.000432957681887	del	simulated
5.90018245185	del	simulated
0.00493506518856	del	simulated
2.37380107539e-07	del	simulated
12.2994408092	del	simulated
0.111469982597	del	simulated
23.5761327714	del	simulated
1.109842182	del	simulated
0.0655799169765	del	simulated
0.192188887697	del	simulated
6.02688501644	del	simulated
1.01634782709	del	simulated
23.7291700656	del	simulated
13.5499798875	del	simulated
0.0899520045032	del	simulated
0.020849046159	del	simulated
2.63470939981	del	simulated
0.0156989905769	del	simulated
75.4466303897	del	simulated
3.07396527948	del	simulated
1.6059312342	del	simulated
0.014367967919	del	simulated
0.00171340236075	del	simulated
1.27606681736	del	simulated
0.0430020794969	del	simulated
12.6312738857	del	simulated
20.7443449094	del	simulated
59.1983905348	del	simulated
27.8068634633	del	simulated
41.4941032925	del	simulated
2.50285387386	del	simulated
0.0146992104781	del	simulated
0.064785046841	del	simulated
0.000270221097009	del	simulated
0.0128130104856	del	simulated
6.75088458093	del	simulated
0.194278669174	del	simulated
3.99984094861	del	simulated
5.90736291218	del	simulated
27.8118263444	del	simulated
0.00119745744237	del	simulated
39.657449136	del	simulated
1.42199981283	del	simulated
1.04464207095	del	simulated
8.41746388236	del	simulated
5.40826507896	del	simulated
2.06958660886	del	simulated
16.7987710422	del	simulated
8.09125634032	del	simulated
22.4747893735	del	simulated
28.4340732484	del	simulated
0.000400170714651	del	simulated
99.7408615121	del	simulated
0.000959404308699	del	simulated
0.214937280861	del	simulated
8.79157894144	del	simulated
56.7912449934	del	simulated
16.2246600959	del	simulated
0.113957324704	del	simulated
5.38582638811e-06	del	simulated
0.36222815309	del	simulated
0.44679474579	del	simulated
0.0063401272136	del	simulated
1.0608745655	del	simulated
1.61137083511	del	simulated
6.45543982555	del	simulated
9.34117513966	del	simulated
137.152818912	del	simulated
2.84897996031	del	simulated
5.4116748179	del	simulated
0.00304457923357	del	simulated
2.09067936678	del	simulated
2.12283317983	del	simulated
1.58849378855	del	simulated
2.97241113528	del	simulated
3.48919962075	del	simulated
0.0130579758094	del	simulated
0.000191062003968	del	simulated
50.8955503413	del	simulated
0.00231305196366	del	simulated
1.95187398152	del	simulated
0.0477191456015	del	simulated
18.9751941508	del	simulated
42.1517476266	del	simulated
25.9694144683	del	simulated
0.0283041952913	del	simulated
0.683017536165	del	simulated
14.3030609381	del	simulated
9.92829010597	del	simulated
6.89399124069	del	simulated
0.323147336212	del	simulated
0.0616875680347	del	simulated
37.5291894118	del	simulated
0.0456295640496	del	simulated
1.76679988909	del	simulated
2.67110170789	del	simulated
0.576446499644	del	simulated
3.95723504596	del	simulated
8.98568862162	del	simulated
17.8695379965	del	simulated
0.39268419043	del	simulated
0.182159675444	del	simulated
3.33860879006	del	simulated
34.044796947	del	simulated
0.00758981205679	del	simulated
0.000837966448404	del	simulated
79.7120441193	del	simulated
0.0250651029831	del	simulated
12.9133817871	del	simulated
17.7765211287	del	simulated
1.75400110536	del	simulated
1.07545183428	del	simulated
0.690081216329	del	simulated
1.6036527284	del	simulated
3.05345783988	del	simulated
2.06079893014	del	simulated
0.193636040626	del	simulated
0.143057222083	del	simulated
0.185747321881	del	simulated
0.0159563794385	del	simulated
7.8632449166	del	simulated
5.14070598081	del	simulated
0.0725337962376	del	simulated
0.0588651808125	del	simulated
13.3781540655	del	simulated
5.19352510424	del	simulated
19.9128597402	del	simulated
47.2599847037	del	simulated
0.049114727143	del	simulated
17.7450138595	del	simulated
1.80644473356	del	simulated
1.60227818906	del	simulated
0.0511667261888	del	simulated
4.32610677124	del	simulated
7.77559302686	del	simulated
80.1548796623	del	simulated
0.226189071724	del	simulated
0.529690585885	del	simulated
5.07329513201	del	simulated
31.9890915648	del	simulated
4.38415945861	del	simulated
2.68706783636	del	simulated
19.6811935208	del	simulated
0.00999182749989	del	simulated
0.00189615767773	del	simulated
25.4898024436	del	simulated
0.0413103354947	del	simulated
12.5321512104	del	simulated
11.5620686675	del	simulated
14.9719317103	del	simulated
53.887212971	del	simulated
7.0270992515	del	simulated
11.2908779031	del	simulated
6.28752293213e-06	del	simulated
0.574677126276	del	simulated
18.9641753569	del	simulated
10.2736030275	del	simulated
0.191014870663	del	simulated
0.226798806212	del	simulated
4.89060208906	del	simulated
14.8073292286	del	simulated
1.56798345194	del	simulated
0.0019220030408	del	simulated
0.486300731847	del	simulated
0.00619870492033	del	simulated
0.354961086906	del	simulated
2.51362162317	del	simulated
0.00692968118269	del	simulated
0.00165877292864	del	simulated
0.0644427938705	del	simulated
1.56281794539	del	simulated
1.85064668913	del	simulated
115.681522041	del	simulated
38.4524860658	del	simulated
1.77787170748	del	simulated
0.0842280464336	del	simulated
22.0326633487	del	simulated
5.2262242785	del	simulated
57.2586087922	del	simulated
0.000143462314509	del	simulated
0.308202435303	del	simulated
0.0569860563656	del	simulated
1.07584626811e-06	del	simulated
5.21261842455	del	simulated
20.572642009	del	simulated
10.1423489944	del	simulated
95.036847214	del	simulated
12.0788549291	del	simulated
7.03088544615	del	simulated
1.68152583823e-09	del	simulated
1.65439171497	del	simulated
0.21373901711	del	simulated
10.015053884	del	simulated
0.0617439375021	del	simulated
1.5763816495	del	simulated
14.8001712063	del	simulated
2.67509190714	del	simulated
45.9605527188	del	simulated
19.5312814319	del	simulated
36.3965047887	del	simulated
4.11707779173e-07	del	simulated
8.34628734322	del	simulated
0.729230998562	del	simulated
3.08680173357	del	simulated
7.53933108564	del	simulated
0.0854419091887	del	simulated
15.6675507779	del	simulated
24.0975751231	del	simulated
0.282006076416	del	simulated
19.0426562405	del	simulated
37.8867344122	del	simulated
20.6803720601	del	simulated
1.6465095967e-05	del	simulated
26.4007480262	del	simulated
